GTF,MT,MONTANA,CASCADE,GREAT FALLS,GREAT FALLS INTERNATIONAL
HVR,MT,MONTANA,HILL,HAVRE,HAVRE CITY-COUNTY
HLN,MT,MONTANA,LEWIS AND CLARK,HELENA,HELENA REGIONAL
GPI,MT,MONTANA,FLATHEAD,KALISPELL,GLACIER PARK INTERNATIONAL
LWT,MT,MONTANA,FERGUS,LEWISTOWN,LEWISTOWN MUNICIPAL
MLS,MT,MONTANA,CUSTER,MILES CITY,FRANK WILEY FIELD
MSO,MT,MONTANA,MISSOULA,MISSOULA,MISSOULA INTERNATIONAL
SDY,MT,MONTANA,RICHLAND,SIDNEY,SIDNEY-RICHLAND MUNICIPAL
WYS,MT,MONTANA,GALLATIN,WEST YELLOWSTONE,YELLOWSTONE
OLF,MT,MONTANA,ROOSEVELT,WOLF POINT,L M CLAYTON
AVL,NC,NORTH CAROLINA,BUNCOMBE,ASHEVILLE,ASHEVILLE REGIONAL
CLT,NC,NORTH CAROLINA,MECKLENBURG,CHARLOTTE,CHARLOTTE/DOUGLAS INTERNATIONAL
JQF,NC,NORTH CAROLINA,CABARRUS,CONCORD,CONCORD REGIONAL
FAY,NC,NORTH CAROLINA,CUMBERLAND,FAYETTEVILLE,FAYETTEVILLE REGIONAL/GRANNIS FIELD
GSO,NC,NORTH CAROLINA,GUILFORD,GREENSBORO,PIEDMONT TRIAD INTERNATIONAL
PGV,NC,NORTH CAROLINA,PITT,GREENVILLE,PITT-GREENVILLE
HKY,NC,NORTH CAROLINA,CATAWBA,HICKORY,HICKORY REGIONAL
OAJ,NC,NORTH CAROLINA,ONSLOW,JACKSONVILLE,ALBERT J ELLIS
ISO,NC,NORTH CAROLINA,LENOIR,KINSTON,KINSTON REGIONAL JETPORT AT STALLINGS FIELD
EWN,NC,NORTH CAROLINA,CRAVEN,NEW BERN,COASTAL CAROLINA REGIONAL
SOP,NC,NORTH CAROLINA,MOORE,PINEHURST/SOUTHERN PINES,MOORE COUNTY
RDU,NC,NORTH CAROLINA,WAKE,RALEIGH/DURHAM,RALEIGH-DURHAM INTERNATIONAL
RWI,NC,NORTH CAROLINA,NASH,ROCKY MOUNT,ROCKY MOUNT-WILSON REGIONAL
ILM,NC,NORTH CAROLINA,NEW HANOVER,WILMINGTON,WILMINGTON INTERNATIONAL
INT,NC,NORTH CAROLINA,FORSYTH,WINSTON SALEM,SMITH REYNOLDS
BIS,ND,NORTH DAKOTA,BURLEIGH,BISMARCK,BISMARCK MUNICIPAL
DVL,ND,NORTH DAKOTA,RAMSEY,DEVILS LAKE,DEVILS LAKE REGIONAL
DIK,ND,NORTH DAKOTA,STARK,DICKINSON,DICKINSON - THEODORE ROOSEVELT REGIONAL
FAR,ND,NORTH DAKOTA,CASS,FARGO,HECTOR INTERNATIONAL
GFK,ND,NORTH DAKOTA,GRAND FORKS,GRAND FORKS,GRAND FORKS INTERNATIONAL
JMS,ND,NORTH DAKOTA,STUTSMAN,JAMESTOWN,JAMESTOWN REGIONAL
MOT,ND,NORTH DAKOTA,WARD,MINOT,MINOT INTERNATIONAL
ISN,ND,NORTH DAKOTA,WILLIAMS,WILLISTON,SLOULIN FIELD INTERNATIONAL
AIA,NE,NEBRASKA,BOX BUTTE,ALLIANCE,ALLIANCE MUNICIPAL
CDR,NE,NEBRASKA,DAWES,CHADRON,CHADRON MUNICIPAL
GRI,NE,NEBRASKA,HALL,GRAND ISLAND,CENTRAL NEBRASKA REGIONAL
EAR,NE,NEBRASKA,BUFFALO,KEARNEY,KEARNEY REGIONAL
LNK,NE,NEBRASKA,LANCASTER,LINCOLN,LINCOLN
MCK,NE,NEBRASKA,RED WILLOW,MC COOK,MC COOK BEN NELSON REGIONAL
LBF,NE,NEBRASKA,LINCOLN,NORTH PLATTE,NORTH PLATTE REGIONAL AIRPORT LEE BIRD FIELD
OMA,NE,NEBRASKA,DOUGLAS,OMAHA,EPPLEY AIRFIELD
BFF,NE,NEBRASKA,SCOTTS BLUFF,SCOTTSBLUFF,WESTERN NEBRASKA REGIONAL/WILLIAM B. HEILIG FI
MHT,NH,NEW HAMPSHIRE,HILLSBOROUGH,MANCHESTER,MANCHESTER
PSM,NH,NEW HAMPSHIRE,ROCKINGHAM,PORTSMOUTH,PORTSMOUTH INTERNATIONAL AT PEASE
ACY,NJ,NEW JERSEY,ATLANTIC,ATLANTIC CITY,ATLANTIC CITY INTERNATIONAL
EWR,NJ,NEW JERSEY,ESSEX,NEWARK,NEWARK LIBERTY INTERNATIONAL
TEB,NJ,NEW JERSEY,BERGEN,TETERBORO,TETERBORO
TTN,NJ,NEW JERSEY,MERCER,TRENTON,TRENTON MERCER
ABQ,NM,NEW MEXICO,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE INTERNATIONAL SUNPORT
CNM,NM,NEW MEXICO,EDDY,CARLSBAD,CAVERN CITY AIR TRML
CVN,NM,NEW MEXICO,CURRY,CLOVIS,CLOVIS MUNICIPAL
FMN,NM,NEW MEXICO,SAN JUAN,FARMINGTON,FOUR CORNERS REGIONAL
HOB,NM,NEW MEXICO,LEA,HOBBS,LEA COUNTY REGIONAL
LRU,NM,NEW MEXICO,DONA ANA,LAS CRUCES,LAS CRUCES INTERNATIONAL
ROW,NM,NEW MEXICO,CHAVES,ROSWELL,ROSWELL INTERNATIONAL AIR CENTER
SRR,NM,NEW MEXICO,LINCOLN,RUIDOSO,SIERRA BLANCA REGIONAL
SAF,NM,NEW MEXICO,SANTA FE,SANTA FE,SANTA FE MUNICIPAL
SVC,NM,NEW MEXICO,GRANT,SILVER CITY,GRANT COUNTY
EKO,NV,NEVADA,ELKO,ELKO,ELKO REGIONAL
ELY,NV,NEVADA,WHITE PINE,ELY,ELY ARPT /YELLAND FIELD/
LAS,NV,NEVADA,CLARK,LAS VEGAS,MC CARRAN INTERNATIONAL
VGT,NV,NEVADA,CLARK,LAS VEGAS,NORTH LAS VEGAS
RNO,NV,NEVADA,WASHOE,RENO,RENO/TAHOE INTERNATIONAL
ALB,NY,NEW YORK,ALBANY,ALBANY,ALBANY INTERNATIONAL
BGM,NY,NEW YORK,BROOME,BINGHAMTON,GREATER BINGHAMTON/EDWIN A LINK FIELD
BUF,NY,NEW YORK,ERIE,BUFFALO,BUFFALO NIAGARA INTERNATIONAL
ELM,NY,NEW YORK,CHEMUNG,ELMIRA/CORNING,ELMIRA/CORNING REGIONAL
FRG,NY,NEW YORK,SUFFOLK,FARMINGDALE,REPUBLIC
GFL,NY,NEW YORK,WARREN,GLENS FALLS,FLOYD BENNETT MEMORIAL
ITH,NY,NEW YORK,TOMPKINS,ITHACA,ITHACA TOMPKINS REGIONAL
JHW,NY,NEW YORK,CHAUTAUQUA,JAMESTOWN,CHAUTAUQUA COUNTY/JAMESTOWN
MSS,NY,NEW YORK,ST LAWRENCE,MASSENA,MASSENA INTERNATIONAL-RICHARDS FIELD
MSV,NY,NEW YORK,SULLIVAN,MONTICELLO,SULLIVAN COUNTY INTERNATIONAL
JFK,NY,NEW YORK,QUEENS,NEW YORK,JOHN F KENNEDY INTERNATIONAL
LGA,NY,NEW YORK,QUEENS,NEW YORK,LA GUARDIA
ISP,NY,NEW YORK,SUFFOLK,NEW YORK,LONG ISLAND MAC ARTHUR
SWF,NY,NEW YORK,ORANGE,NEWBURGH,STEWART INTERNATIONAL
IAG,NY,NEW YORK,NIAGARA,NIAGARA FALLS,NIAGARA FALLS INTERNATIONAL
OGS,NY,NEW YORK,ST LAWRENCE,OGDENSBURG,OGDENSBURG INTERNATIONAL
PBG,NY,NEW YORK,CLINTON,PLATTSBURGH,PLATTSBURGH INTERNATIONAL
POU,NY,NEW YORK,DUTCHESS,POUGHKEEPSIE,DUTCHESS COUNTY
ROC,NY,NEW YORK,MONROE,ROCHESTER,GREATER ROCHESTER INTERNATIONAL
RME,NY,NEW YORK,ONEIDA,ROME,GRIFFISS INTERNATIONAL
SLK,NY,NEW YORK,FRANKLIN,SARANAC LAKE,ADIRONDACK REGIONAL
SYR,NY,NEW YORK,ONONDAGA,SYRACUSE,SYRACUSE HANCOCK INTERNATIONAL
ART,NY,NEW YORK,JEFFERSON,WATERTOWN,WATERTOWN INTERNATIONAL
HPN,NY,NEW YORK,WESTCHESTER,WHITE PLAINS,WESTCHESTER COUNTY
CAK,OH,OHIO,SUMMIT,AKRON,AKRON-CANTON REGIONAL
LUK,OH,OHIO,HAMILTON,CINCINNATI,CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD
BKL,OH,OHIO,CUYAHOGA,CLEVELAND,BURKE LAKEFRONT
CLE,OH,OHIO,CUYAHOGA,CLEVELAND,CLEVELAND-HOPKINS INTERNATIONAL
OSU,OH,OHIO,FRANKLIN,COLUMBUS,OHIO STATE UNIVERSITY
CMH,OH,OHIO,FRANKLIN,COLUMBUS,PORT COLUMBUS INTERNATIONAL
LCK,OH,OHIO,FRANKLIN,COLUMBUS,RICKENBACKER INTERNATIONAL
DAY,OH,OHIO,MONTGOMERY,DAYTON,JAMES M COX DAYTON INTERNATIONAL
MFD,OH,OHIO,RICHLAND,MANSFIELD,MANSFIELD LAHM REGIONAL
SGH,OH,OHIO,CLARK,SPRINGFIELD,SPRINGFIELD-BECKLEY MUNICIPAL
TOL,OH,OHIO,LUCAS,TOLEDO,TOLEDO EXPRESS
ILN,OH,OHIO,CLINTON,WILMINGTON,WILMINGTON AIR PARK
YNG,OH,OHIO,TRUMBULL,YOUNGSTOWN/WARREN,YOUNGSTOWN-WARREN REGIONAL
LAW,OK,OKLAHOMA,COMANCHE,LAWTON,LAWTON-FORT SILL REGIONAL
OKC,OK,OKLAHOMA,OKLAHOMA,OKLAHOMA CITY,WILL ROGERS WORLD
SWO,OK,OKLAHOMA,PAYNE,STILLWATER,STILLWATER REGIONAL
TUL,OK,OKLAHOMA,TULSA,TULSA,TULSA INTERNATIONAL
EUG,OR,OREGON,LANE,EUGENE,MAHLON SWEET FIELD
LMT,OR,OREGON,KLAMATH,KLAMATH FALLS,KLAMATH FALLS
MFR,OR,OREGON,JACKSON,MEDFORD,ROGUE VALLEY INTERNATIONAL - MEDFORD
ONP,OR,OREGON,LINCOLN,NEWPORT,NEWPORT MUNICIPAL
OTH,OR,OREGON,COOS,NORTH BEND,SOUTHWEST OREGON REGIONAL
PDT,OR,OREGON,UMATILLA,PENDLETON,EASTERN OREGON REGIONAL AT PENDLETON
PDX,OR,OREGON,MULTNOMAH,PORTLAND,PORTLAND INTERNATIONAL
RDM,OR,OREGON,DESCHUTES,REDMOND,ROBERTS FIELD
SLE,OR,OREGON,MARION,SALEM,MCNARY FIELD
ABE,PA,PENNSYLVANIA,LEHIGH,ALLENTOWN,LEHIGH VALLEY INTERNATIONAL
AOO,PA,PENNSYLVANIA,BLAIR,ALTOONA,ALTOONA-BLAIR COUNTY
BFD,PA,PENNSYLVANIA,MC KEAN,BRADFORD,BRADFORD REGIONAL
DUJ,PA,PENNSYLVANIA,JEFFERSON,DUBOIS,DUBOIS REGIONAL
ERI,PA,PENNSYLVANIA,ERIE,ERIE,ERIE INTERNATIONAL/TOM RIDGE FIELD
FKL,PA,PENNSYLVANIA,VENANGO,FRANKLIN,VENANGO REGIONAL
MDT,PA,PENNSYLVANIA,DAUPHIN,HARRISBURG,HARRISBURG INTERNATIONAL
JST,PA,PENNSYLVANIA,CAMBRIA,JOHNSTOWN,JOHN MURTHA JOHNSTOWN-CAMBRIA CO
LNS,PA,PENNSYLVANIA,LANCASTER,LANCASTER,LANCASTER
LBE,PA,PENNSYLVANIA,WESTMORELAND,LATROBE,ARNOLD PALMER REGIONAL
PHL,PA,PENNSYLVANIA,PHILADELPHIA,PHILADELPHIA,PHILADELPHIA INTERNATIONAL
PIT,PA,PENNSYLVANIA,ALLEGHENY,PITTSBURGH,PITTSBURGH INTERNATIONAL
RDG,PA,PENNSYLVANIA,BERKS,READING,READING REGIONAL/CARL A SPAATZ FIELD
UNV,PA,PENNSYLVANIA,CENTRE,STATE COLLEGE,UNIVERSITY PARK
AVP,PA,PENNSYLVANIA,LUZERNE,WILKES-BARRE/SCRANTON,WILKES-BARRE/SCRANTON INTERNATIONAL
IPT,PA,PENNSYLVANIA,LYCOMING,WILLIAMSPORT,WILLIAMSPORT REGIONAL
PVD,RI,RHODE ISLAND,KENT,PROVIDENCE,THEODORE FRANCIS GREEN STATE
AND,SC,SOUTH CAROLINA,ANDERSON,ANDERSON,ANDERSON REGIONAL
CHS,SC,SOUTH CAROLINA,CHARLESTON,CHARLESTON,CHARLESTON AFB/INTERNATIONAL
CAE,SC,SOUTH CAROLINA,LEXINGTON,COLUMBIA,COLUMBIA METROPOLITAN
FLO,SC,SOUTH CAROLINA,FLORENCE,FLORENCE,FLORENCE REGIONAL
GYH,SC,SOUTH CAROLINA,GREENVILLE,GREENVILLE,DONALDSON CENTER
GSP,SC,SOUTH CAROLINA,GREENVILLE,GREER,GREENVILLE SPARTANBURG INTERNATIONAL
HXD,SC,SOUTH CAROLINA,BEAUFORT,HILTON HEAD ISLAND,HILTON HEAD
MYR,SC,SOUTH CAROLINA,HORRY,MYRTLE BEACH,MYRTLE BEACH INTERNATIONAL
ABR,SD,SOUTH DAKOTA,BROWN,ABERDEEN,ABERDEEN REGIONAL
BKX,SD,SOUTH DAKOTA,BROOKINGS,BROOKINGS,BROOKINGS REGIONAL
HON,SD,SOUTH DAKOTA,BEADLE,HURON,HURON REGIONAL
PIR,SD,SOUTH DAKOTA,HUGHES,PIERRE,PIERRE REGIONAL
RAP,SD,SOUTH DAKOTA,PENNINGTON,RAPID CITY,RAPID CITY REGIONAL
FSD,SD,SOUTH DAKOTA,MINNEHAHA,SIOUX FALLS,JOE FOSS FIELD
ATY,SD,SOUTH DAKOTA,CODINGTON,WATERTOWN,WATERTOWN REGIONAL
TRI,TN,TENNESSEE,SULLIVAN,BRISTOL/JOHNSON/KINGSPORT,TRI-CITIES REGIONAL TN/VA
CHA,TN,TENNESSEE,HAMILTON,CHATTANOOGA,LOVELL FIELD
MKL,TN,TENNESSEE,MADISON,JACKSON,MC KELLAR-SIPES REGIONAL
TYS,TN,TENNESSEE,BLOUNT,KNOXVILLE,MC GHEE TYSON
MEM,TN,TENNESSEE,SHELBY,MEMPHIS,MEMPHIS INTERNATIONAL
NQA,TN,TENNESSEE,SHELBY,MILLINGTON,MILLINGTON REGIONAL JETPORT
BNA,TN,TENNESSEE,DAVIDSON,NASHVILLE,NASHVILLE INTERNATIONAL
MQY,TN,TENNESSEE,RUTHERFORD,SMYRNA,SMYRNA
ABI,TX,TEXAS,TAYLOR,ABILENE,ABILENE REGIONAL
AMA,TX,TEXAS,POTTER,AMARILLO,RICK HUSBAND AMARILLO INTERNATIONAL
LBX,TX,TEXAS,BRAZORIA,ANGLETON/LAKE JACKSON,TEXAS GULF COAST REGIONAL
AUS,TX,TEXAS,TRAVIS,AUSTIN,AUSTIN-BERGSTROM INTERNATIONAL
BPT,TX,TEXAS,JEFFERSON,BEAUMONT/PORT ARTHUR,JACK BROOKS REGIONAL
BRO,TX,TEXAS,CAMERON,BROWNSVILLE,BROWNSVILLE/SOUTH PADRE ISLAND INTERNATIONAL
CLL,TX,TEXAS,BRAZOS,COLLEGE STATION,EASTERWOOD FIELD
CRP,TX,TEXAS,NUECES,CORPUS CHRISTI,CORPUS CHRISTI INTERNATIONAL
DAL,TX,TEXAS,DALLAS,DALLAS,DALLAS LOVE FIELD
DFW,TX,TEXAS,TARRANT,DALLAS-FORT WORTH,DALLAS/FORT WORTH INTERNATIONAL
DRT,TX,TEXAS,VAL VERDE,DEL RIO,DEL RIO INTERNATIONAL
ELP,TX,TEXAS,EL PASO,EL PASO,EL PASO INTERNATIONAL
GRK,TX,TEXAS,BELL,FORT HOOD/KILLEEN,ROBERT GRAY AAF
AFW,TX,TEXAS,TARRANT,FORT WORTH,FORT WORTH ALLIANCE
FTW,TX,TEXAS,TARRANT,FORT WORTH,FORT WORTH MEACHAM INTERNATIONAL
HRL,TX,TEXAS,CAMERON,HARLINGEN,VALLEY INTERNATIONAL
EFD,TX,TEXAS,HARRIS,HOUSTON,ELLINGTON
IAH,TX,TEXAS,HARRIS,HOUSTON,GEORGE BUSH INTERCONTINENTAL/HOUSTON
HOU,TX,TEXAS,HARRIS,HOUSTON,WILLIAM P HOBBY
LRD,TX,TEXAS,WEBB,LAREDO,LAREDO INTERNATIONAL
GGG,TX,TEXAS,GREGG,LONGVIEW,EAST TEXAS REGIONAL
LBB,TX,TEXAS,LUBBOCK,LUBBOCK,LUBBOCK PRESTON SMITH INTERNATIONAL
MFE,TX,TEXAS,HIDALGO,MC ALLEN,MC ALLEN MILLER INTERNATIONAL
MAF,TX,TEXAS,MIDLAND,MIDLAND,MIDLAND INTERNATIONAL
SJT,TX,TEXAS,TOM GREEN,SAN ANGELO,SAN ANGELO REGIONAL/MATHIS FIELD
SAT,TX,TEXAS,BEXAR,SAN ANTONIO,SAN ANTONIO INTERNATIONAL
TYR,TX,TEXAS,SMITH,TYLER,TYLER POUNDS REGIONAL
VCT,TX,TEXAS,VICTORIA,VICTORIA,VICTORIA REGIONAL
ACT,TX,TEXAS,MC LENNAN,WACO,WACO REGIONAL
SPS,TX,TEXAS,WICHITA,WICHITA FALLS,SHEPPARD AFB/WICHITA FALLS MUNICIPAL
CDC,UT,UTAH,IRON,CEDAR CITY,CEDAR CITY REGIONAL
LGU,UT,UTAH,CACHE,LOGAN,LOGAN-CACHE
CNY,UT,UTAH,GRAND,MOAB,CANYONLANDS FIELD
OGD,UT,UTAH,WEBER,OGDEN,OGDEN-HINCKLEY
PVU,UT,UTAH,UTAH,PROVO,PROVO MUNICIPAL
SLC,UT,UTAH,SALT LAKE,SALT LAKE CITY,SALT LAKE CITY INTERNATIONAL
SGU,UT,UTAH,WASHINGTON,ST GEORGE,ST GEORGE MUNICIPAL
VEL,UT,UTAH,UINTAH,VERNAL,VERNAL REGIONAL
ENV,UT,UTAH,TOOELE,WENDOVER,WENDOVER
CHO,VA,VIRGINIA,ALBEMARLE,CHARLOTTESVILLE,CHARLOTTESVILLE-ALBEMARLE
LYH,VA,VIRGINIA,CAMPBELL,LYNCHBURG,LYNCHBURG REGIONAL/PRESTON GLENN FIELD
PHF,VA,VIRGINIA,NEWPORT NEWS,NEWPORT NEWS,NEWPORT NEWS/WILLIAMSBURG INTERNATIONAL
ORF,VA,VIRGINIA,NORFOLK,NORFOLK,NORFOLK INTERNATIONAL
RIC,VA,VIRGINIA,HENRICO,RICHMOND,RICHMOND INTERNATIONAL
ROA,VA,VIRGINIA,ROANOKE,ROANOKE,ROANOKE REGIONAL/WOODRUM FIELD
SHD,VA,VIRGINIA,AUGUSTA,STAUNTON/WAYNESBORO/HARRISONBURG,SHENANDOAH VALLEY REGIONAL
STT,VI,VIRGIN ISLANDS,-VIRGIN ISLANDS-,CHARLOTTE AMALIE,CYRIL E KING
STX,VI,VIRGIN ISLANDS,-VIRGIN ISLANDS-,CHRISTIANSTED,HENRY E ROHLSEN
BTV,VT,VERMONT,CHITTENDEN,BURLINGTON,BURLINGTON INTERNATIONAL
RUT,VT,VERMONT,RUTLAND,RUTLAND,RUTLAND - SOUTHERN VERMONT REGIONAL
BLI,WA,WASHINGTON,WHATCOM,BELLINGHAM,BELLINGHAM INTERNATIONAL
PAE,WA,WASHINGTON,SNOHOMISH,EVERETT,SNOHOMISH COUNTY (PAINE FIELD)
MWH,WA,WASHINGTON,GRANT,MOSES LAKE,GRANT CO INTERNATIONAL
PSC,WA,WASHINGTON,FRANKLIN,PASCO,TRI-CITIES
PUW,WA,WASHINGTON,WHITMAN,"PULLMAN/MOSCOW,ID",PULLMAN/MOSCOW REGIONAL
BFI,WA,WASHINGTON,KING,SEATTLE,BOEING FIELD/KING COUNTY INTERNATIONAL
SEA,WA,WASHINGTON,KING,SEATTLE,SEATTLE-TACOMA INTERNATIONAL
GEG,WA,WASHINGTON,SPOKANE,SPOKANE,SPOKANE INTERNATIONAL
ALW,WA,WASHINGTON,WALLA WALLA,WALLA WALLA,WALLA WALLA REGIONAL
EAT,WA,WASHINGTON,DOUGLAS,WENATCHEE,PANGBORN MEMORIAL
YKM,WA,WASHINGTON,YAKIMA,YAKIMA,YAKIMA AIR TERMINAL/MCALLISTER FIELD
ATW,WI,WISCONSIN,OUTAGAMIE,APPLETON,OUTAGAMIE COUNTY REGIONAL
EAU,WI,WISCONSIN,CHIPPEWA,EAU CLAIRE,CHIPPEWA VALLEY REGIONAL
GRB,WI,WISCONSIN,BROWN,GREEN BAY,AUSTIN STRAUBEL INTERNATIONAL
JVL,WI,WISCONSIN,ROCK,JANESVILLE,SOUTHERN WISCONSIN REGIONAL
LSE,WI,WISCONSIN,LA CROSSE,LA CROSSE,LA CROSSE MUNICIPAL
MSN,WI,WISCONSIN,DANE,MADISON,DANE COUNTY REGIONAL-TRUAX FIELD
MKE,WI,WISCONSIN,MILWAUKEE,MILWAUKEE,GENERAL MITCHELL INTERNATIONAL
CWA,WI,WISCONSIN,MARATHON,MOSINEE,CENTRAL WISCONSIN
RHI,WI,WISCONSIN,ONEIDA,RHINELANDER,RHINELANDER-ONEIDA COUNTY
BKW,WV,WEST VIRGINIA,RALEIGH,BECKLEY,RALEIGH COUNTY MEMORIAL
CRW,WV,WEST VIRGINIA,KANAWHA,CHARLESTON,YEAGER
CKB,WV,WEST VIRGINIA,HARRISON,CLARKSBURG,NORTH CENTRAL WEST VIRGINIA
HTS,WV,WEST VIRGINIA,WAYNE,HUNTINGTON,TRI-STATE/MILTON J. FERGUSON FIELD
LWB,WV,WEST VIRGINIA,GREENBRIER,LEWISBURG,GREENBRIER VALLEY
MGW,WV,WEST VIRGINIA,MONONGALIA,MORGANTOWN,MORGANTOWN MUNICIPAL-WALTER L. BILL HART FIELD
PKB,WV,WEST VIRGINIA,WOOD,PARKERSBURG,MID-OHIO VALLEY REGIONAL
CPR,WY,WYOMING,NATRONA,CASPER,CASPER/NATRONA COUNTY INTERNATIONAL
CYS,WY,WYOMING,LARAMIE,CHEYENNE,CHEYENNE REGIONAL/JERRY OLSON FIELD
COD,WY,WYOMING,PARK,CODY,YELLOWSTONE REGIONAL
GCC,WY,WYOMING,CAMPBELL,GILLETTE,GILLETTE-CAMPBELL COUNTY
JAC,WY,WYOMING,TETON,JACKSON,JACKSON HOLE
LAR,WY,WYOMING,ALBANY,LARAMIE,LARAMIE REGIONAL
RIW,WY,WYOMING,FREMONT,RIVERTON,RIVERTON REGIONAL
RKS,WY,WYOMING,SWEETWATER,ROCK SPRINGS,ROCK SPRINGS-SWEETWATER COUNTY
SHR,WY,WYOMING,SHERIDAN,SHERIDAN,SHERIDAN COUNTY
WRL,WY,WYOMING,WASHAKIE,WORLAND,WORLAND MUNICIPAL
